word,semantic_score,count_complete,count_aufklaerung,count_kunstepoche,rel_count_complete,rel_count_aufklaerung,rel_count_kunstepoche,zeta_score
listig,0.05,67,30.0,37.0,1.844022655607301e-05,1.4345487148834429e-05,2.3993084803882472e-05,0.122764227642276
heilsam,0.06,26,12.0,14.0,7.155908812804453e-06,5.738194859533772e-06,9.078464520387962e-06,0.0959349593495935
lauterkeit,0.03,13,13.0,0.0,3.5779544064022266e-06,6.216377764494919e-06,0.0,-0.0975609756097561
gegenschlag,0.05,11,9.0,2.0,3.027499882340345e-06,4.3036461446503285e-06,1.296923502912566e-06,-0.0398373983739837
ertragen,0.05,546,291.0,255.0,0.0001502740850688,0.0001391512253436,0.0001653577466213,0.048780487804878
ernte,0.16,313,180.0,133.0,8.614613301568438e-05,8.607292289300658e-05,8.624541294368563e-05,0.0991869918699187
geschwätze,0.1,31,25.0,6.0,8.532045122959155e-06,1.195457262402869e-05,3.890770508737698e-06,-0.0707317073170732
gebotst,0.13,14,12.0,2.0,3.853181668433167e-06,5.738194859533772e-06,1.296923502912566e-06,-0.113008130081301
bäumen,0.05,213,93.0,120.0,5.8623406812590326e-05,4.447101016138673e-05,7.781541017475396e-05,0.126016260162602
getrosten,0.08,13,11.0,2.0,3.5779544064022266e-06,5.260011954572624e-06,1.296923502912566e-06,-0.0642276422764228
mächtig,0.01,1604,1040.0,564.0,0.0004414645282976,0.0004973102211595,0.0003657324278213,0.024390243902439
metall,0.12,187,95.0,92.0,5.146749799978587e-05,4.542737597130903e-05,5.965848113397803e-05,0.269918699186992
verlang,0.1,27,18.0,9.0,7.431136074835393e-06,8.607292289300657e-06,5.836155763106546e-06,-0.110569105691057
hector,0.12,16,16.0,0.0,4.403636192495048e-06,7.650926479378362e-06,0.0,-0.146341463414634
übertragen,0.11,16,9.0,7.0,4.403636192495048e-06,4.3036461446503285e-06,4.539232260193981e-06,-0.0130081300813008
verflossen,0.08,43,26.0,17.0,1.183477226733044e-05,1.243275552898984e-05,1.102384977475681e-05,-0.0593495934959349
nagend,0.09,27,23.0,4.0,7.431136074835393e-06,1.0998206814106395e-05,2.593847005825132e-06,-0.152845528455285
hui,0.43,17,12.0,5.0,4.678863454525989e-06,5.738194859533772e-06,3.242308757281415e-06,0.0024390243902439
einstellen,0.06,58,40.0,18.0,1.5963181197794548e-05,1.9127316198445904e-05,1.1672311526213091e-05,-0.205691056910569
dorind,0.05,20,18.0,2.0,5.50454524061881e-06,8.607292289300657e-06,1.296923502912566e-06,-0.113008130081301
renegat,0.02,12,8.0,4.0,3.302727144371286e-06,3.825463239689181e-06,2.593847005825132e-06,0.0178861788617886
tischchen,0.04,39,25.0,14.0,1.073386321920668e-05,1.195457262402869e-05,9.078464520387962e-06,-0.0682926829268293
begeisternd,0.14,54,27.0,27.0,1.4862272149670786e-05,1.2910938433950989e-05,1.750846728931964e-05,-0.034959349593496
vergiften,0.15,140,75.0,65.0,3.853181668433167e-05,3.5863717872086074e-05,4.215001384465839e-05,0.0658536585365854
helme,0.06,23,14.0,9.0,6.330227026711632e-06,6.694560669456067e-06,5.836155763106546e-06,0.0691056910569105
königsmantel,0.28,12,2.0,10.0,3.302727144371286e-06,9.563658099222952e-07,6.48461751456283e-06,0.075609756097561
jasmin,0.07,33,24.0,9.0,9.082499647021035e-06,1.1476389719067544e-05,5.836155763106546e-06,-0.241463414634146
plünderung,0.16,14,8.0,6.0,3.853181668433167e-06,3.825463239689181e-06,3.890770508737698e-06,0.0024390243902439
hantieren,0.11,35,8.0,27.0,9.632954171082917e-06,3.825463239689181e-06,1.750846728931964e-05,0.135772357723577
weinest,0.02,27,12.0,15.0,7.431136074835393e-06,5.738194859533772e-06,9.726926271844245e-06,-0.0463414634146341
fernste,0.01,23,8.0,15.0,6.330227026711632e-06,3.825463239689181e-06,9.726926271844245e-06,0.202439024390244
lenke,0.02,23,11.0,12.0,6.330227026711632e-06,5.260011954572624e-06,7.781541017475396e-06,0.0203252032520325
entschluss,0.08,42,42.0,0.0,1.15595450052995e-05,2.00836820083682e-05,0.0,-0.219512195121951
umwehen,0.1,205,103.0,102.0,5.64215887163428e-05,4.925283921099821e-05,6.614309864854087e-05,0.31219512195122
schändlich,0.06,61,56.0,5.0,1.678886298388737e-05,2.6778242677824267e-05,3.242308757281415e-06,-0.485365853658537
entweihung,0.0,25,18.0,7.0,6.880681550773512e-06,8.607292289300657e-06,4.539232260193981e-06,-0.0219512195121951
betrüben,0.1,402,273.0,129.0,0.0001106413593364,0.0001305439330543,8.36515659378605e-05,-0.111382113821138
sicheren,0.03,20,17.0,3.0,5.50454524061881e-06,8.12910938433951e-06,1.945385254368849e-06,-0.0796747967479675
entrann,0.07,74,50.0,24.0,2.03668173902896e-05,2.390914524805738e-05,1.5563082034950793e-05,-0.008130081300813
ererben,0.01,26,18.0,8.0,7.155908812804453e-06,8.607292289300657e-06,5.187694011650264e-06,0.0203252032520325
heldengeist,0.03,23,19.0,4.0,6.330227026711632e-06,9.085475194261804e-06,2.593847005825132e-06,-0.0707317073170732
verteidigen,0.03,116,76.0,40.0,3.1926362395589095e-05,3.634190077704722e-05,2.593847005825132e-05,-0.103252032520325
gebrauch,0.1,249,191.0,58.0,6.853158824570418e-05,9.13329348475792e-05,3.761078158446441e-05,-0.0650406504065042
vermessen,0.15,118,44.0,74.0,3.247681691965098e-05,2.1040047818290497e-05,4.7986169607764944e-05,0.160975609756098
tand,0.04,201,121.0,80.0,5.532067966821904e-05,5.786013150029886e-05,5.187694011650264e-05,0.18130081300813
not,0.19,1167,735.0,432.0,0.0003211902147901,0.0003514644351464,0.0002801354766291,-0.186991869918699
feuerflammen,0.06,45,30.0,15.0,1.2385226791392324e-05,1.4345487148834429e-05,9.726926271844245e-06,-0.0260162601626016
entrücket,0.02,19,11.0,8.0,5.2293179785878695e-06,5.260011954572624e-06,5.187694011650264e-06,-0.0130081300813008
fliesen,0.05,22,16.0,6.0,6.054999764680691e-06,7.650926479378362e-06,3.890770508737698e-06,-0.0065040650406504
neige,0.0,68,29.0,39.0,1.8715453818103955e-05,1.3867304243873282e-05,2.529000830679504e-05,0.116260162601626
besaiten,0.1,15,2.0,13.0,4.128408930464107e-06,9.563658099222952e-07,8.430002768931679e-06,0.142276422764228
mutterschoß,0.1,53,27.0,26.0,1.4587044887639849e-05,1.2910938433950989e-05,1.6860005537863358e-05,0.229268292682927
kamön,0.05,43,32.0,11.0,1.183477226733044e-05,1.5301852958756724e-05,7.133079266019113e-06,-0.101626016260163
schlauer,0.04,38,28.0,10.0,1.045863595717574e-05,1.3389121338912134e-05,6.48461751456283e-06,-0.0528455284552846
büch,0.05,34,23.0,11.0,9.357726909051978e-06,1.0998206814106395e-05,7.133079266019113e-06,-0.0439024390243902
nachteil,0.68,11,6.0,5.0,3.027499882340345e-06,2.869097429766886e-06,3.242308757281415e-06,0.051219512195122
entsagung,0.1,42,13.0,29.0,1.15595450052995e-05,6.216377764494919e-06,1.8805390792232206e-05,0.311382113821138
schwurst,0.02,12,10.0,2.0,3.302727144371286e-06,4.781829049611476e-06,1.296923502912566e-06,-0.0886178861788618
hof,0.2,404,254.0,150.0,0.0001111918138604,0.0001214584578601,9.726926271844244e-05,0.217073170731707
gunst,0.17,954,608.0,346.0,0.0002625668079775,0.0002907352062163,0.0002243677660038,0.113008130081301
breite,0.03,40,26.0,14.0,1.100909048123762e-05,1.243275552898984e-05,9.078464520387962e-06,-0.0260162601626016
ausruf,0.05,32,32.0,0.0,8.807272384990096e-06,1.5301852958756724e-05,0.0,-0.121951219512195
geerbt,0.05,13,11.0,2.0,3.5779544064022266e-06,5.260011954572624e-06,1.296923502912566e-06,-0.0886178861788618
bestreben,0.02,288,240.0,48.0,7.926545146491086e-05,0.0001147638971906,3.1126164069901585e-05,-0.158536585365854
rehe,0.06,80,42.0,38.0,2.201818096247524e-05,2.00836820083682e-05,2.4641546555338755e-05,-0.0658536585365854
umschattung,0.06,30,24.0,6.0,8.256817860928215e-06,1.1476389719067544e-05,3.890770508737698e-06,-0.152845528455285
betören,0.1,305,134.0,171.0,8.394431491943685e-05,6.407650926479379e-05,0.000110886959499,0.265853658536585
gestört,0.03,17,14.0,3.0,4.678863454525989e-06,6.694560669456067e-06,1.945385254368849e-06,-0.0796747967479675
brautkleid,0.01,15,4.0,11.0,4.128408930464107e-06,1.9127316198445905e-06,7.133079266019113e-06,0.051219512195122
vergnüglich,0.05,16,16.0,0.0,4.403636192495048e-06,7.650926479378362e-06,0.0,-0.121951219512195
schutzgeist,0.04,157,111.0,46.0,4.3210680138857657e-05,5.307830245068739e-05,2.9829240566989017e-05,-0.145528455284553
beneiden,0.07,424,282.0,142.0,0.0001166963591011,0.000134847579199,9.208156870679218e-05,0.0219512195121951
beziehen,0.04,82,68.0,14.0,2.256863548653712e-05,3.251643753735804e-05,9.078464520387962e-06,-0.31219512195122
kolben,0.11,36,16.0,20.0,9.908181433113856e-06,7.650926479378362e-06,1.296923502912566e-05,0.0715447154471545
betrachten,0.12,936,684.0,252.0,0.0002576127172609,0.0003270771069934,0.0001634123613669,-0.0178861788617887
donnert,0.04,11,5.0,6.0,3.027499882340345e-06,2.390914524805738e-06,3.890770508737698e-06,0.0268292682926829
sternenreige,0.03,13,0.0,13.0,3.5779544064022266e-06,0.0,8.430002768931679e-06,0.133333333333333
erglänz,0.0,15,5.0,10.0,4.128408930464107e-06,2.390914524805738e-06,6.48461751456283e-06,0.0934959349593496
verheern,0.13,72,58.0,14.0,1.9816362866227715e-05,2.7734608487746564e-05,9.078464520387962e-06,-0.214634146341463
fassend,0.52,12,8.0,4.0,3.302727144371286e-06,3.825463239689181e-06,2.593847005825132e-06,-0.0308943089430894
erworben,0.01,26,15.0,11.0,7.155908812804453e-06,7.172743574417214e-06,7.133079266019113e-06,-0.0195121951219512
form,0.27,726,330.0,396.0,0.0001998149922344,0.0001578003586371,0.0002567908535766,0.308130081300813
scheidender,0.03,18,13.0,5.0,4.954090716556929e-06,6.216377764494919e-06,3.242308757281415e-06,0.0024390243902439
eichenhain,0.09,28,22.0,6.0,7.706363336866335e-06,1.0520023909145249e-05,3.890770508737698e-06,-0.0796747967479675
bunn,0.2,12,0.0,12.0,3.302727144371286e-06,0.0,7.781541017475396e-06,0.0666666666666667
bestimmet,0.04,22,22.0,0.0,6.054999764680691e-06,1.0520023909145249e-05,0.0,-0.24390243902439
lästeren,0.12,24,16.0,8.0,6.605454288742572e-06,7.650926479378362e-06,5.187694011650264e-06,0.0357723577235772
krummer,0.11,14,6.0,8.0,3.853181668433167e-06,2.869097429766886e-06,5.187694011650264e-06,0.0024390243902439
trautesten,0.04,14,10.0,4.0,3.853181668433167e-06,4.781829049611476e-06,2.593847005825132e-06,-0.0065040650406504
weltenraum,0.16,12,4.0,8.0,3.302727144371286e-06,1.9127316198445905e-06,5.187694011650264e-06,0.051219512195122
wonne,0.15,109,60.0,49.0,2.999977156137252e-05,2.8690974297668858e-05,3.177462582135787e-05,-0.0260162601626016
wandtest,0.03,15,6.0,9.0,4.128408930464107e-06,2.869097429766886e-06,5.836155763106546e-06,0.0845528455284553
allerschönst,0.07,13,5.0,8.0,3.5779544064022266e-06,2.390914524805738e-06,5.187694011650264e-06,0.0024390243902439
pyramide,0.12,71,51.0,20.0,1.954113560419677e-05,2.438732815301853e-05,1.296923502912566e-05,-0.163414634146341
gewissen,0.11,91,55.0,36.0,2.5045680844815583e-05,2.630005977286312e-05,2.3344623052426182e-05,-0.130081300813008
letztenmal,0.03,124,70.0,54.0,3.412818049183662e-05,3.3472803347280334e-05,3.501693457863928e-05,-0.094308943089431
anbete,0.05,12,12.0,0.0,3.302727144371286e-06,5.738194859533772e-06,0.0,-0.170731707317073
vasen,0.57,16,12.0,4.0,4.403636192495048e-06,5.738194859533772e-06,2.593847005825132e-06,-0.0796747967479675
aufklärung,0.61,16,12.0,4.0,4.403636192495048e-06,5.738194859533772e-06,2.593847005825132e-06,-0.0065040650406504
knospch,0.09,16,10.0,6.0,4.403636192495048e-06,4.781829049611476e-06,3.890770508737698e-06,-0.0308943089430894
störer,0.05,22,8.0,14.0,6.054999764680691e-06,3.825463239689181e-06,9.078464520387962e-06,0.135772357723577
narziss,0.08,17,13.0,4.0,4.678863454525989e-06,6.216377764494919e-06,2.593847005825132e-06,-0.0796747967479675
heimlich,0.05,242,98.0,144.0,6.66049974114876e-05,4.686192468619247e-05,9.337849220970474e-05,0.0991869918699187
mutterliebe,0.29,13,6.0,7.0,3.5779544064022266e-06,2.869097429766886e-06,4.539232260193981e-06,0.0268292682926829
beneidet,0.09,14,14.0,0.0,3.853181668433167e-06,6.694560669456067e-06,0.0,-0.146341463414634
tausch,0.06,64,47.0,17.0,1.7614544769980192e-05,2.247459653317394e-05,1.102384977475681e-05,-0.108130081300813
verschrien,0.02,11,5.0,6.0,3.027499882340345e-06,2.390914524805738e-06,3.890770508737698e-06,0.0845528455284553
sitt,0.16,144,58.0,86.0,3.963272573245543e-05,2.7734608487746564e-05,5.576771062524034e-05,0.0520325203252033
frommet,0.08,26,9.0,17.0,7.155908812804453e-06,4.3036461446503285e-06,1.102384977475681e-05,0.0780487804878049
geschenkt,0.05,55,47.0,8.0,1.5137499411701729e-05,2.247459653317394e-05,5.187694011650264e-06,-0.159349593495935
tatkraft,0.13,26,2.0,24.0,7.155908812804453e-06,9.563658099222952e-07,1.5563082034950793e-05,0.342276422764228
erniederung,0.02,30,30.0,0.0,8.256817860928215e-06,1.4345487148834429e-05,0.0,-0.170731707317073
sträflich,0.07,20,20.0,0.0,5.50454524061881e-06,9.563658099222952e-06,0.0,-0.170731707317073
seufz,0.05,21,15.0,6.0,5.77977250264975e-06,7.172743574417214e-06,3.890770508737698e-06,-0.0707317073170732
reizes,0.06,28,14.0,14.0,7.706363336866335e-06,6.694560669456067e-06,9.078464520387962e-06,0.0447154471544715
gedung,0.07,32,18.0,14.0,8.807272384990096e-06,8.607292289300657e-06,9.078464520387962e-06,-0.0284552845528455
bildest,0.11,35,14.0,21.0,9.632954171082917e-06,6.694560669456067e-06,1.3617696780581945e-05,0.129268292682927
einig,0.07,27,15.0,12.0,7.431136074835393e-06,7.172743574417214e-06,7.781541017475396e-06,0.0780487804878049
tröste,0.25,40,28.0,12.0,1.100909048123762e-05,1.3389121338912134e-05,7.781541017475396e-06,0.0048780487804878
trutzig,0.09,12,1.0,11.0,3.302727144371286e-06,4.781829049611476e-07,7.133079266019113e-06,0.175609756097561
elastisch,0.08,12,10.0,2.0,3.302727144371286e-06,4.781829049611476e-06,1.296923502912566e-06,-0.0886178861788618
lieds,0.07,35,10.0,25.0,9.632954171082917e-06,4.781829049611476e-06,1.6211543786407075e-05,0.269105691056911
ungläubige,0.5,11,8.0,3.0,3.027499882340345e-06,3.825463239689181e-06,1.945385254368849e-06,0.0178861788617886
tilge,0.05,14,12.0,2.0,3.853181668433167e-06,5.738194859533772e-06,1.296923502912566e-06,-0.161788617886179
schalten,0.09,169,66.0,103.0,4.651340728322895e-05,3.156007172743574e-05,6.679156039999715e-05,0.321138211382114
anschaun,0.05,33,7.0,26.0,9.082499647021035e-06,3.347280334728033e-06,1.6860005537863358e-05,0.302439024390244
grinsend,0.06,13,10.0,3.0,3.5779544064022266e-06,4.781829049611476e-06,1.945385254368849e-06,-0.0796747967479675
städtchen,0.24,133,64.0,69.0,3.6605225850115085e-05,3.060370591751345e-05,4.474386085048352e-05,0.249593495934959
trompeter,0.02,13,2.0,11.0,3.5779544064022266e-06,9.563658099222952e-07,7.133079266019113e-06,0.175609756097561
zögernd,0.14,57,35.0,22.0,1.5687953935763607e-05,1.6736401673640167e-05,1.4266158532038226e-05,-0.190243902439024
elterlich,0.12,16,6.0,10.0,4.403636192495048e-06,2.869097429766886e-06,6.48461751456283e-06,0.0268292682926829
anstecken,0.06,53,24.0,29.0,1.4587044887639849e-05,1.1476389719067544e-05,1.8805390792232206e-05,0.189430894308943
polieren,0.12,26,26.0,0.0,7.155908812804453e-06,1.243275552898984e-05,0.0,-0.24390243902439
dräuend,0.03,15,8.0,7.0,4.128408930464107e-06,3.825463239689181e-06,4.539232260193981e-06,0.051219512195122
schauet,0.0,406,239.0,167.0,0.0001117422683845,0.0001142857142857,0.0001082931124931,-0.120325203252033
küßch,0.05,35,18.0,17.0,9.632954171082917e-06,8.607292289300657e-06,1.102384977475681e-05,0.0869918699186992
schäferinn,0.09,57,52.0,5.0,1.5687953935763607e-05,2.486551105797968e-05,3.242308757281415e-06,-0.314634146341463
garn,0.13,119,81.0,38.0,3.275204418168192e-05,3.873281530185296e-05,2.4641546555338755e-05,-0.194308943089431
weltraum,0.06,31,21.0,10.0,8.532045122959155e-06,1.00418410041841e-05,6.48461751456283e-06,-0.0040650406504065
seliger,0.07,47,24.0,23.0,1.2935681315454204e-05,1.1476389719067544e-05,1.4914620283494508e-05,0.0317073170731707
wahnsinnig,0.02,12,4.0,8.0,3.302727144371286e-06,1.9127316198445905e-06,5.187694011650264e-06,0.117886178861789
ließeen,0.04,49,21.0,28.0,1.3486135839516084e-05,1.00418410041841e-05,1.8156929040775924e-05,0.147154471544715
sitz,0.04,883,612.0,271.0,0.0002430256723733,0.0002926479378362,0.0001757331346446,0.0
wackere,0.07,21,13.0,8.0,5.77977250264975e-06,6.216377764494919e-06,5.187694011650264e-06,-0.0040650406504065
treppe,0.28,176,33.0,143.0,4.843999811744553e-05,1.578003586371787e-05,9.273003045824846e-05,0.565040650406504
flanke,0.08,30,3.0,27.0,8.256817860928215e-06,1.434548714883443e-06,1.750846728931964e-05,0.184552845528455
fester,0.0,19,6.0,13.0,5.2293179785878695e-06,2.869097429766886e-06,8.430002768931679e-06,0.126829268292683
schinden,0.18,33,25.0,8.0,9.082499647021035e-06,1.195457262402869e-05,5.187694011650264e-06,-0.0707317073170732
feilschen,0.09,12,6.0,6.0,3.302727144371286e-06,2.869097429766886e-06,3.890770508737698e-06,-0.0065040650406504
disputieren,0.1,32,25.0,7.0,8.807272384990096e-06,1.195457262402869e-05,4.539232260193981e-06,-0.0617886178861788
ausdruck,0.09,109,87.0,22.0,2.999977156137252e-05,4.160191273161984e-05,1.4266158532038226e-05,-0.394308943089431
seewind,0.05,20,4.0,16.0,5.50454524061881e-06,1.9127316198445905e-06,1.0375388023300527e-05,0.142276422764228
körperlich,0.05,42,38.0,4.0,1.15595450052995e-05,1.817095038852361e-05,2.593847005825132e-06,-0.104065040650407
säßen,0.05,17,12.0,5.0,4.678863454525989e-06,5.738194859533772e-06,3.242308757281415e-06,-0.0219512195121951
kruge,0.09,12,8.0,4.0,3.302727144371286e-06,3.825463239689181e-06,2.593847005825132e-06,0.0268292682926829
vereinigung,0.08,42,29.0,13.0,1.15595450052995e-05,1.3867304243873282e-05,8.430002768931679e-06,-0.0682926829268293
haare,0.15,146,69.0,77.0,4.018318025651731e-05,3.299462044231919e-05,4.993155486213379e-05,0.130081300813008
gluck,0.03,24,24.0,0.0,6.605454288742572e-06,1.1476389719067544e-05,0.0,-0.121951219512195
flocken,0.07,57,39.0,18.0,1.5687953935763607e-05,1.864913329348476e-05,1.1672311526213091e-05,-0.0682926829268293
unform,0.09,15,10.0,5.0,4.128408930464107e-06,4.781829049611476e-06,3.242308757281415e-06,-0.0219512195121951
menschenkenner,0.04,11,6.0,5.0,3.027499882340345e-06,2.869097429766886e-06,3.242308757281415e-06,0.051219512195122
götte,0.47,18,6.0,12.0,4.954090716556929e-06,2.869097429766886e-06,7.781541017475396e-06,0.108943089430894
gehetzen,0.14,34,18.0,16.0,9.357726909051978e-06,8.607292289300657e-06,1.0375388023300527e-05,0.0715447154471545
raserei,0.04,114,103.0,11.0,3.1375907871527214e-05,4.925283921099821e-05,7.133079266019113e-06,-0.443089430894309
freiten,0.08,13,8.0,5.0,3.5779544064022266e-06,3.825463239689181e-06,3.242308757281415e-06,0.051219512195122
linker,0.07,570,331.0,239.0,0.0001568795393576,0.0001582785415421,0.000154982358598,0.0552845528455283
kämm,0.14,12,3.0,9.0,3.302727144371286e-06,1.434548714883443e-06,5.836155763106546e-06,0.051219512195122
erzähln,0.19,13,13.0,0.0,3.5779544064022266e-06,6.216377764494919e-06,0.0,-0.146341463414634
gerechtigkeit,0.11,432,338.0,94.0,0.0001188981771973,0.0001616258218768,6.09554046368906e-05,-0.242276422764228
zerrieben,0.07,22,8.0,14.0,6.054999764680691e-06,3.825463239689181e-06,9.078464520387962e-06,-0.0130081300813008
verdunkelt,0.07,12,8.0,4.0,3.302727144371286e-06,3.825463239689181e-06,2.593847005825132e-06,-0.0308943089430894
prophetin,0.0,22,22.0,0.0,6.054999764680691e-06,1.0520023909145249e-05,0.0,-0.121951219512195
unsrer,0.08,30,30.0,0.0,8.256817860928215e-06,1.4345487148834429e-05,0.0,-0.170731707317073
wirtschaftswesen,0.38,14,14.0,0.0,3.853181668433167e-06,6.694560669456067e-06,0.0,-0.024390243902439
tonne,0.16,131,78.0,53.0,3.60547713260532e-05,3.729826658696952e-05,3.4368472827183e-05,-0.069918699186992
fama,0.03,39,33.0,6.0,1.073386321920668e-05,1.578003586371787e-05,3.890770508737698e-06,-0.192682926829268
