word,semantic_score,count_complete,count_aufklaerung,count_kunstepoche,rel_count_complete,rel_count_aufklaerung,rel_count_kunstepoche,zeta_score
einwendung,0.1,20,13.0,7.0,1.2815731566812894e-05,1.7406789987078807e-05,8.602182250748698e-06,-0.258928571428571
leihe,0.04,51,24.0,27.0,3.268011549537288e-05,3.21356122838378e-05,3.3179845824316405e-05,-0.0892857142857143
entweihen,0.07,60,31.0,29.0,3.844719470043868e-05,4.150849919995715e-05,3.563761218167318e-05,0.0446428571428571
arrangieren,0.08,17,5.0,12.0,1.089337183179096e-05,6.6949192257995405e-06,1.4746598144140623e-05,0.410714285714286
busch,0.06,91,48.0,43.0,5.831157862899867e-05,6.42712245676756e-05,5.284197668317057e-05,0.0803571428571429
verdrießen,0.08,76,50.0,26.0,4.8699779953889e-05,6.694919225799541e-05,3.195096264563802e-05,-0.0357142857142857
schicklich,0.11,15,4.0,11.0,9.61179867510967e-06,5.3559353806396325e-06,1.351771496546224e-05,0.285714285714286
schirm,0.04,50,17.0,33.0,3.203932891703224e-05,2.276272536771844e-05,4.055314489638672e-05,0.258928571428571
klemmen,0.07,17,11.0,6.0,1.089337183179096e-05,1.472882229675899e-05,7.373299072070312e-06,-0.0357142857142857
gemäld,0.1,15,7.0,8.0,9.61179867510967e-06,9.372886916119356e-06,9.831065429427082e-06,0.0089285714285714
nasen,0.14,31,13.0,18.0,1.9864383928559983e-05,1.7406789987078807e-05,2.2119897216210936e-05,0.321428571428571
erbrichen,0.21,33,14.0,19.0,2.1145957085241275e-05,1.874577383223872e-05,2.334878039488932e-05,0.0446428571428571
verwünschen,0.06,90,41.0,49.0,5.767079205065803e-05,5.489833765155623e-05,6.021527575524088e-05,0.0803571428571429
stopfen,0.09,45,19.0,26.0,2.8835396025329013e-05,2.5440693058038253e-05,3.195096264563802e-05,0.0357142857142857
stillstand,0.07,19,5.0,14.0,1.217494498847225e-05,6.6949192257995405e-06,1.7204364501497395e-05,0.223214285714286
rat,0.11,923,517.0,406.0,0.0005914460118084,0.0006922546479476,0.0004989265705434,0.0
verfolgen,0.1,378,185.0,193.0,0.0002422173266127,0.0002477120113545,0.0002371744534849,0.0
vollziehung,0.09,20,12.0,8.0,1.2815731566812894e-05,1.60678061419189e-05,9.831065429427082e-06,-0.116071428571429
verstünden,0.09,14,10.0,4.0,8.971012096769025e-06,1.338983845159908e-05,4.915532714713541e-06,-0.3125
erfreuen,0.07,288,131.0,157.0,0.0001845465345621,0.0001754068837159,0.0001929346590525,0.0
gekrönt,0.03,43,19.0,24.0,2.755382286864772e-05,2.5440693058038253e-05,2.9493196288281246e-05,0.116071428571429
hahnenfeder,0.05,11,2.0,9.0,7.048652361747092e-06,2.6779676903198163e-06,1.1059948608105468e-05,0.178571428571429
blum,0.08,126,39.0,87.0,8.073910887092123e-05,5.2220369961236415e-05,0.000106912836545,0.142857142857143
rüsten,0.11,153,54.0,99.0,9.804034648611864e-05,7.230512763863505e-05,0.0001216594346891,0.0714285714285714
beziehen,0.03,49,15.0,34.0,3.139854233869159e-05,2.008475767739862e-05,4.17820280750651e-05,0.0446428571428571
mitte,0.15,1034,188.0,846.0,0.0006625733220042,0.00025172896289,0.0010396351691619,0.0
vorübergehend,0.1,16,8.0,8.0,1.0252585253450316e-05,1.0711870761279263e-05,9.831065429427082e-06,0.0089285714285714
nas,0.1,22,5.0,17.0,1.4097304723494184e-05,6.6949192257995405e-06,2.089101403753255e-05,0.482142857142857
möchtest,0.08,50,30.0,20.0,3.203932891703224e-05,4.016951535479724e-05,2.4577663573567705e-05,-0.160714285714286
schlage,0.17,18,11.0,7.0,1.1534158410131604e-05,1.472882229675899e-05,8.602182250748698e-06,0.0178571428571428
barbarisch,0.05,30,22.0,8.0,1.922359735021934e-05,2.945764459351798e-05,9.831065429427082e-06,-0.205357142857143
klinge,0.19,44,13.0,31.0,2.8194609446988367e-05,1.7406789987078807e-05,3.809537853902994e-05,0.392857142857143
ihrm,0.11,12,0.0,12.0,7.689438940087736e-06,0.0,1.4746598144140623e-05,0.1875
sklavin,0.09,35,24.0,11.0,2.2427530241922564e-05,3.21356122838378e-05,1.351771496546224e-05,-0.267857142857143
rasen,0.1,242,107.0,135.0,0.0001550703519584,0.0001432712714321,0.0001658992291215,0.0
schätzn,0.07,15,11.0,4.0,9.61179867510967e-06,1.472882229675899e-05,4.915532714713541e-06,-0.25
denken,0.16,5551,2797.0,2754.0,0.0035570062963689,0.0037451378149122,0.0033843442740802,0.0
samen,0.05,38,19.0,19.0,2.43498899769445e-05,2.5440693058038253e-05,2.334878039488932e-05,0.178571428571429
innerer,0.06,621,208.0,413.0,0.0003979284651495,0.0002785086397932,0.0005075287527941,0.0
dringend,0.08,62,33.0,29.0,3.972876785711997e-05,4.418646689027697e-05,3.563761218167318e-05,-0.0267857142857143
krämer,0.06,26,11.0,15.0,1.6660451036856762e-05,1.472882229675899e-05,1.843324768017577e-05,0.223214285714286
geschloßen,0.06,28,10.0,18.0,1.794202419353805e-05,1.338983845159908e-05,2.2119897216210936e-05,0.214285714285714
schmerze,0.14,36,15.0,21.0,2.306831682026321e-05,2.008475767739862e-05,2.580654675224609e-05,0.3125
schwörst,0.16,11,9.0,2.0,7.048652361747092e-06,1.2050854606439174e-05,2.4577663573567705e-06,-0.446428571428571
keule,0.11,29,11.0,18.0,1.8582810771878697e-05,1.472882229675899e-05,2.2119897216210936e-05,0.0
atmosphäre,0.02,14,5.0,9.0,8.971012096769025e-06,6.6949192257995405e-06,1.1059948608105468e-05,0.232142857142857
hinterbring,0.17,18,15.0,3.0,1.1534158410131604e-05,2.008475767739862e-05,3.686649536035156e-06,-0.517857142857143
erkoren,0.07,63,20.0,43.0,4.0369554435460615e-05,2.677967690319816e-05,5.284197668317057e-05,0.169642857142857
durchsuchen,0.06,36,15.0,21.0,2.306831682026321e-05,2.008475767739862e-05,2.580654675224609e-05,0.0625
wackeln,0.06,22,9.0,13.0,1.4097304723494184e-05,1.2050854606439174e-05,1.597548132281901e-05,0.133928571428571
wachs,0.1,28,12.0,16.0,1.794202419353805e-05,1.60678061419189e-05,1.9662130858854164e-05,0.0
ritterschaft,0.16,16,7.0,9.0,1.0252585253450316e-05,9.372886916119356e-06,1.1059948608105468e-05,0.0267857142857143
bangigkeit,0.03,39,23.0,16.0,2.4990676555285143e-05,3.079662843867789e-05,1.9662130858854164e-05,-0.214285714285714
ankommen,0.07,337,186.0,151.0,0.0002159450769007,0.0002490509951997,0.0001855613599804,0.0
quälend,0.15,23,16.0,7.0,1.4738091301834828e-05,2.142374152255853e-05,8.602182250748698e-06,0.0982142857142857
rasten,0.12,27,6.0,21.0,1.7301237615197408e-05,8.03390307095945e-06,2.580654675224609e-05,0.205357142857143
sagteen,0.08,84,32.0,52.0,5.382607258061416e-05,4.284748304511706e-05,6.390192529127604e-05,0.160714285714286
ausstatten,0.12,16,10.0,6.0,1.0252585253450316e-05,1.338983845159908e-05,7.373299072070312e-06,0.0892857142857143
wähl,0.07,36,15.0,21.0,2.306831682026321e-05,2.008475767739862e-05,2.580654675224609e-05,-0.142857142857143
bedenken,0.09,609,377.0,232.0,0.0003902390262094,0.0005047969096252,0.0002851008974533,0.0
aufklärung,0.05,52,5.0,47.0,3.3320902073713524e-05,6.6949192257995405e-06,5.7757509397884107e-05,0.535714285714286
denkart,0.03,12,6.0,6.0,7.689438940087736e-06,8.03390307095945e-06,7.373299072070312e-06,-0.0982142857142857
vögel,0.05,144,52.0,92.0,9.227326728105284e-05,6.962715994831523e-05,0.0001130572524384,0.142857142857143
versammlung,0.05,114,50.0,64.0,7.30496699308335e-05,6.694919225799541e-05,7.864852343541666e-05,0.0892857142857143
stricken,0.08,104,35.0,69.0,6.664180414742705e-05,4.686443458059679e-05,8.479293932880858e-05,0.142857142857143
stimmung,0.1,81,25.0,56.0,5.190371284559222e-05,3.3474596128997706e-05,6.881745800598958e-05,0.357142857142857
gitarre,0.04,15,9.0,6.0,9.61179867510967e-06,1.2050854606439174e-05,7.373299072070312e-06,0.0267857142857143
etc,0.02,18,9.0,9.0,1.1534158410131604e-05,1.2050854606439174e-05,1.1059948608105468e-05,-0.116071428571429
anerkennung,0.13,12,0.0,12.0,7.689438940087736e-06,0.0,1.4746598144140623e-05,0.25
journale,0.06,11,5.0,6.0,7.048652361747092e-06,6.6949192257995405e-06,7.373299072070312e-06,-0.0267857142857143
götter,0.11,666,368.0,298.0,0.0004267638611748,0.0004927460550188,0.0003662071872461,0.0
quittieren,0.12,13,11.0,2.0,8.330225518428381e-06,1.472882229675899e-05,2.4577663573567705e-06,-0.160714285714286
faden,0.05,94,50.0,44.0,6.0233938364020605e-05,6.694919225799541e-05,5.407085986184896e-05,0.214285714285714
zürnen,0.07,233,100.0,133.0,0.0001493032727533,0.0001338983845159,0.0001634414627642,0.0
jägers,0.1,12,5.0,7.0,7.689438940087736e-06,6.6949192257995405e-06,8.602182250748698e-06,0.151785714285714
fange,0.16,31,16.0,15.0,1.9864383928559983e-05,2.142374152255853e-05,1.843324768017577e-05,0.0446428571428571
erholung,0.04,27,11.0,16.0,1.7301237615197408e-05,1.472882229675899e-05,1.9662130858854164e-05,0.0
kraft,0.12,1309,603.0,706.0,0.0008387896310479,0.0008074072586314,0.0008675915241469,0.0
heiraten,0.25,979,602.0,377.0,0.0006273300601954,0.0008060682747862,0.0004632889583617,0.0
zutrauen,0.07,131,78.0,53.0,8.394304176262445e-05,0.0001044407399224,6.513080846995442e-05,-0.125
erleichtern,0.08,72,45.0,27.0,4.613663364052642e-05,6.025427303219587e-05,3.3179845824316405e-05,-0.1875
landgut,0.09,13,7.0,6.0,8.330225518428381e-06,9.372886916119356e-06,7.373299072070312e-06,0.0178571428571428
walle,0.16,25,12.0,13.0,1.601966445851612e-05,1.60678061419189e-05,1.597548132281901e-05,0.267857142857143
erfassen,0.07,66,12.0,54.0,4.229191417048255e-05,1.60678061419189e-05,6.635969164863281e-05,0.723214285714286
händen,0.08,110,74.0,36.0,7.048652361747092e-05,9.90848045418332e-05,4.423979443242187e-05,-0.0625
wegnehmen,0.03,31,21.0,10.0,1.9864383928559983e-05,2.811866074835807e-05,1.2288831786783853e-05,-0.285714285714286
hintergehen,0.12,97,78.0,19.0,6.215629809904254e-05,0.0001044407399224,2.334878039488932e-05,-0.3125
hineinkommen,0.08,16,4.0,12.0,1.0252585253450316e-05,5.3559353806396325e-06,1.4746598144140623e-05,0.348214285714286
mutter,0.2,3712,1817.0,1895.0,0.0023785997788004,0.0024329336466555,0.0023287336235955,0.0
gottesdienst,0.05,21,12.0,9.0,1.345651814515354e-05,1.60678061419189e-05,1.1059948608105468e-05,-0.0625
haustor,0.12,16,0.0,16.0,1.0252585253450316e-05,0.0,1.9662130858854164e-05,0.25
tresse,0.08,24,22.0,2.0,1.5378877880175473e-05,2.945764459351798e-05,2.4577663573567705e-06,-0.366071428571429
produkt,0.05,25,10.0,15.0,1.601966445851612e-05,1.338983845159908e-05,1.843324768017577e-05,-0.0625
unzeitig,0.1,13,8.0,5.0,8.330225518428381e-06,1.0711870761279263e-05,6.144415893391926e-06,0.0267857142857143
gute,0.09,19,7.0,12.0,1.217494498847225e-05,9.372886916119356e-06,1.4746598144140623e-05,0.0803571428571428
fortgang,0.12,13,8.0,5.0,8.330225518428381e-06,1.0711870761279263e-05,6.144415893391926e-06,-0.0357142857142857
spitze,0.12,252,108.0,144.0,0.0001614782177418,0.0001446102552772,0.0001769591777296,0.0
kranke,0.11,28,14.0,14.0,1.794202419353805e-05,1.874577383223872e-05,1.7204364501497395e-05,-0.0178571428571429
bescheinen,0.12,13,6.0,7.0,8.330225518428381e-06,8.03390307095945e-06,8.602182250748698e-06,0.0178571428571428
müßtest,0.11,29,16.0,13.0,1.8582810771878697e-05,2.142374152255853e-05,1.597548132281901e-05,-0.473214285714286
paradiese,0.06,12,7.0,5.0,7.689438940087736e-06,9.372886916119356e-06,6.144415893391926e-06,-0.116071428571429
ausgabe,0.09,21,11.0,10.0,1.345651814515354e-05,1.472882229675899e-05,1.2288831786783853e-05,0.0803571428571428
rollend,0.2,15,8.0,7.0,9.61179867510967e-06,1.0711870761279263e-05,8.602182250748698e-06,0.0892857142857143
unheil,0.04,68,21.0,47.0,4.357348732716384e-05,2.811866074835807e-05,5.7757509397884107e-05,0.428571428571429
abgesandter,0.11,13,4.0,9.0,8.330225518428381e-06,5.3559353806396325e-06,1.1059948608105468e-05,0.232142857142857
geschichten,0.12,17,5.0,12.0,1.089337183179096e-05,6.6949192257995405e-06,1.4746598144140623e-05,0.348214285714286
ziemlich,0.04,21,13.0,8.0,1.345651814515354e-05,1.7406789987078807e-05,9.831065429427082e-06,-0.0625
wonn,0.08,15,7.0,8.0,9.61179867510967e-06,9.372886916119356e-06,9.831065429427082e-06,0.366071428571429
ballen,0.12,50,19.0,31.0,3.203932891703224e-05,2.5440693058038253e-05,3.809537853902994e-05,0.517857142857143
wühlen,0.07,72,26.0,46.0,4.613663364052642e-05,3.4813579974157614e-05,5.652862621920572e-05,0.0892857142857143
tröste,0.05,25,10.0,15.0,1.601966445851612e-05,1.338983845159908e-05,1.843324768017577e-05,-0.0535714285714285
baumeister,0.06,32,15.0,17.0,2.050517050690063e-05,2.008475767739862e-05,2.089101403753255e-05,0.0267857142857143
unser,0.11,15,4.0,11.0,9.61179867510967e-06,5.3559353806396325e-06,1.351771496546224e-05,0.366071428571429
eingeweiht,0.08,12,11.0,1.0,7.689438940087736e-06,1.472882229675899e-05,1.2288831786783853e-06,-0.0089285714285714
witzig,0.09,55,34.0,21.0,3.524326180873546e-05,4.552545073543688e-05,2.580654675224609e-05,-0.0892857142857143
gewähr,0.09,18,9.0,9.0,1.1534158410131604e-05,1.2050854606439174e-05,1.1059948608105468e-05,0.357142857142857
feurig,0.06,132,83.0,49.0,8.45838283409651e-05,0.0001111356591482,6.021527575524088e-05,-0.0535714285714286
kuh,0.03,59,26.0,33.0,3.780640812209804e-05,3.4813579974157614e-05,4.055314489638672e-05,-0.0803571428571429
hitze,0.03,199,133.0,66.0,0.0001275165290897,0.0001780848514062,8.110628979277343e-05,0.0
sanftmut,0.05,41,23.0,18.0,2.6272249711966432e-05,3.079662843867789e-05,2.2119897216210936e-05,-0.0803571428571429
königinn,0.12,24,13.0,11.0,1.5378877880175473e-05,1.7406789987078807e-05,1.351771496546224e-05,0.0892857142857143
lebst,0.07,20,13.0,7.0,1.2815731566812894e-05,1.7406789987078807e-05,8.602182250748698e-06,-0.330357142857143
scheiterhauf,0.07,13,3.0,10.0,8.330225518428381e-06,4.016951535479725e-06,1.2288831786783853e-05,0.241071428571429
vortreten,0.13,14,4.0,10.0,8.971012096769025e-06,5.3559353806396325e-06,1.2288831786783853e-05,0.0892857142857143
sitzung,0.1,40,4.0,36.0,2.563146313362579e-05,5.3559353806396325e-06,4.423979443242187e-05,0.410714285714286
wänden,0.07,57,23.0,34.0,3.652483496541675e-05,3.079662843867789e-05,4.17820280750651e-05,0.232142857142857
aufschub,0.1,66,44.0,22.0,4.229191417048255e-05,5.891528918703596e-05,2.703542993092448e-05,-0.241071428571429
sanden,0.16,18,9.0,9.0,1.1534158410131604e-05,1.2050854606439174e-05,1.1059948608105468e-05,0.0982142857142857
franzose,0.04,26,12.0,14.0,1.6660451036856762e-05,1.60678061419189e-05,1.7204364501497395e-05,-0.142857142857143
monde,0.04,30,11.0,19.0,1.922359735021934e-05,1.472882229675899e-05,2.334878039488932e-05,0.25
unglückselig,0.18,179,100.0,79.0,0.0001147007975229,0.0001338983845159,9.708177111559244e-05,0.0
summe,0.15,152,84.0,68.0,9.7399559907778e-05,0.0001124746429934,8.35640561501302e-05,-0.125
absprechen,0.05,16,9.0,7.0,1.0252585253450316e-05,1.2050854606439174e-05,8.602182250748698e-06,-0.178571428571429
sprossen,0.08,14,5.0,9.0,8.971012096769025e-06,6.6949192257995405e-06,1.1059948608105468e-05,0.223214285714286
zweien,0.05,23,18.0,5.0,1.4738091301834828e-05,2.4101709212878348e-05,6.144415893391926e-06,-0.169642857142857
haine,0.1,11,7.0,4.0,7.048652361747092e-06,9.372886916119356e-06,4.915532714713541e-06,-0.107142857142857
geschehen,0.08,2306,1040.0,1266.0,0.0014776538496535,0.0013925431989663,0.0015557661042068,0.0
lumpe,0.07,39,21.0,18.0,2.4990676555285143e-05,2.811866074835807e-05,2.2119897216210936e-05,-0.0892857142857143
abwaschen,0.06,16,6.0,10.0,1.0252585253450316e-05,8.03390307095945e-06,1.2288831786783853e-05,0.205357142857143
stiege,0.11,22,4.0,18.0,1.4097304723494184e-05,5.3559353806396325e-06,2.2119897216210936e-05,0.357142857142857
lebhafte,0.07,18,10.0,8.0,1.1534158410131604e-05,1.338983845159908e-05,9.831065429427082e-06,-0.125
bewundern,0.07,157,104.0,53.0,0.0001006034927994,0.0001392543198966,6.513080846995442e-05,0.0
militär,0.05,15,3.0,12.0,9.61179867510967e-06,4.016951535479725e-06,1.4746598144140623e-05,0.285714285714286
krone,0.14,690,264.0,426.0,0.000442142739055,0.0003534917351222,0.0005235042341169,0.0
hose,0.06,58,20.0,38.0,3.7165621543757394e-05,2.677967690319816e-05,4.669756078977864e-05,0.0446428571428571
muschel,0.08,20,5.0,15.0,1.2815731566812894e-05,6.6949192257995405e-06,1.843324768017577e-05,0.0982142857142857
sooft,0.01,36,8.0,28.0,2.306831682026321e-05,1.0711870761279263e-05,3.440872900299479e-05,0.330357142857143
opferen,0.09,15,12.0,3.0,9.61179867510967e-06,1.60678061419189e-05,3.686649536035156e-06,-0.446428571428571
bewohner,0.05,68,28.0,40.0,4.357348732716384e-05,3.749154766447743e-05,4.915532714713541e-05,0.303571428571429
stieren,0.12,26,7.0,19.0,1.6660451036856762e-05,9.372886916119356e-06,2.334878039488932e-05,0.267857142857143
