word,semantic_score,count_complete,count_aufklaerung,count_kunstepoche,rel_count_complete,rel_count_aufklaerung,rel_count_kunstepoche,zeta_score
zwitschern,0.15,16,7.0,9.0,6.135842176935446e-06,3.744739309972936e-06,1.2189506189560363e-05,0.0611111111111111
konvulsivisch,0.05,22,19.0,3.0,8.436782993286238e-06,1.0164292412783684e-05,4.063168729853455e-06,-0.15
untertanen,0.05,328,305.0,23.0,0.0001257847646271,0.0001631636413631,3.115096026220982e-05,0.0722222222222223
beschatten,0.12,49,30.0,19.0,1.8791016666864805e-05,1.604888275702687e-05,2.573340195573855e-05,-0.0277777777777777
verwechslung,0.03,19,13.0,6.0,7.286312585110842e-06,6.95451586137831e-06,8.12633745970691e-06,0.172222222222222
bauer,0.13,806,597.0,209.0,0.0003090930496631,0.0003193727668648,0.0002830674215131,0.0111111111111111
beizeite,0.01,20,19.0,1.0,7.669802721169307e-06,1.0164292412783684e-05,1.3543895766178184e-06,-0.288888888888889
morgenlied,0.27,16,10.0,6.0,6.135842176935446e-06,5.349627585675623e-06,8.12633745970691e-06,-0.138888888888889
greulich,0.04,54,21.0,33.0,2.070846734715713e-05,1.1234217929918807e-05,4.469485602838801e-05,-0.0388888888888889
gefiel,0.06,15,11.0,4.0,5.7523520408769805e-06,5.884590344243186e-06,5.417558306471274e-06,-0.0444444444444445
übermütig,0.04,93,51.0,42.0,3.566458265343728e-05,2.728310068694568e-05,5.688436221794837e-05,0.0944444444444444
männchen,0.14,55,46.0,9.0,2.10919574832156e-05,2.4608286894107865e-05,1.2189506189560363e-05,-0.194444444444444
zurückzugehen,0.05,16,16.0,0.0,6.135842176935446e-06,8.559404137080997e-06,0.0,-0.177777777777778
tätigst,0.09,14,11.0,3.0,5.368861904818515e-06,5.884590344243186e-06,4.063168729853455e-06,-0.0055555555555555
fließen,0.14,584,399.0,185.0,0.0002239582394581,0.0002134501406684,0.0002505620716742,0.0
beobachtend,0.03,19,12.0,7.0,7.286312585110842e-06,6.419553102810748e-06,9.480727036324728e-06,0.0111111111111111
ersehen,0.03,80,67.0,13.0,3.067921088467723e-05,3.584250482402668e-05,1.760706449603164e-05,0.0555555555555556
süden,0.1,88,47.0,41.0,3.374713197314495e-05,2.5143249652675428e-05,5.552997264133055e-05,-0.111111111111111
herumfahren,0.04,12,11.0,1.0,4.601881632701584e-06,5.884590344243186e-06,1.3543895766178184e-06,-0.0055555555555555
aufnahm,0.04,14,9.0,5.0,5.368861904818515e-06,4.8146648271080605e-06,6.771947883089091e-06,0.144444444444444
vergnügt,0.07,117,101.0,16.0,4.486834591884045e-05,5.4031238615323794e-05,2.167023322588509e-05,-0.311111111111111
verkehren,0.03,50,36.0,14.0,1.917450680292327e-05,1.925865930843224e-05,1.8961454072649456e-05,0.0888888888888889
sonnenschein,0.03,139,80.0,59.0,5.3305128912126686e-05,4.2797020685404985e-05,7.990898502045128e-05,0.0444444444444446
unentschieden,0.08,11,2.0,9.0,4.218391496643119e-06,1.0699255171351249e-06,1.2189506189560363e-05,0.0833333333333333
hingeworfen,0.03,29,19.0,10.0,1.1121213945695496e-05,1.0164292412783684e-05,1.3543895766178185e-05,0.272222222222222
laß,0.17,328,238.0,90.0,0.0001257847646271,0.000127321136539,0.0001218950618956,-0.0944444444444444
beschwerde,0.01,159,115.0,44.0,6.0974931633296e-05,6.152071723526966e-05,5.959314137118401e-05,-0.155555555555555
herantreten,0.02,14,9.0,5.0,5.368861904818515e-06,4.8146648271080605e-06,6.771947883089091e-06,0.155555555555556
wanst,0.1,12,12.0,0.0,4.601881632701584e-06,6.419553102810748e-06,0.0,-0.211111111111111
gleichheit,0.19,103,88.0,15.0,3.949948401402193e-05,4.7076722753945486e-05,2.0315843649267275e-05,-0.0111111111111111
hauptfigur,0.08,19,15.0,4.0,7.286312585110842e-06,8.024441378513435e-06,5.417558306471274e-06,-0.0722222222222222
stadie,0.06,12,11.0,1.0,4.601881632701584e-06,5.884590344243186e-06,1.3543895766178184e-06,0.0833333333333333
harmoni,0.17,14,10.0,4.0,5.368861904818515e-06,5.349627585675623e-06,5.417558306471274e-06,-0.1
herabwürdigung,0.05,11,9.0,2.0,4.218391496643119e-06,4.8146648271080605e-06,2.708779153235637e-06,0.127777777777778
stände,0.01,159,126.0,33.0,6.0974931633296e-05,6.740530757951285e-05,4.469485602838801e-05,0.366666666666667
schmeichelei,0.01,17,12.0,5.0,6.519332312993912e-06,6.419553102810748e-06,6.771947883089091e-06,0.05
verfertigung,0.12,31,29.0,2.0,1.1888194217812426e-05,1.5513919998459307e-05,2.708779153235637e-06,-0.177777777777778
elysisch,0.21,18,17.0,1.0,6.902822449052377e-06,9.09436689564856e-06,1.3543895766178184e-06,0.155555555555556
gräber,0.11,27,14.0,13.0,1.0354233673578564e-05,7.489478619945873e-06,1.760706449603164e-05,0.0944444444444444
zerschmelzen,0.06,16,11.0,5.0,6.135842176935446e-06,5.884590344243186e-06,6.771947883089091e-06,-0.0722222222222222
oberhofmeister,0.1,16,13.0,3.0,6.135842176935446e-06,6.95451586137831e-06,4.063168729853455e-06,0.0444444444444444
energisch,0.03,12,12.0,0.0,4.601881632701584e-06,6.419553102810748e-06,0.0,0.166666666666667
jammergeschrei,0.09,21,7.0,14.0,8.053292857227773e-06,3.744739309972936e-06,1.8961454072649456e-05,0.211111111111111
lustschloß,0.05,20,12.0,8.0,7.669802721169307e-06,6.419553102810748e-06,1.0835116612942547e-05,0.144444444444444
wirksam,0.05,55,48.0,7.0,2.10919574832156e-05,2.567821241124299e-05,9.480727036324728e-06,-0.422222222222222
erwerben,0.09,631,511.0,120.0,0.0002419822758528,0.000273365969628,0.0001625267491941,0.0
zueilen,0.06,22,19.0,3.0,8.436782993286238e-06,1.0164292412783684e-05,4.063168729853455e-06,-0.311111111111111
arbeiten,0.17,1515,1172.0,343.0,0.0005809875561285,0.0006269763530411,0.0004645556247799,0.0
augenzeuge,0.07,24,24.0,0.0,9.203763265403168e-06,1.2839106205621495e-05,0.0,-0.0055555555555555
richterstuhle,0.06,17,17.0,0.0,6.519332312993912e-06,9.09436689564856e-06,0.0,-0.166666666666667
tonne,0.17,46,39.0,7.0,1.7640546258689406e-05,2.086354758413493e-05,9.480727036324728e-06,-0.388888888888889
fechten,0.09,137,92.0,45.0,5.253814864000976e-05,4.921657378821573e-05,6.094753094780183e-05,-0.105555555555556
knurren,0.06,38,14.0,24.0,1.4572625170221684e-05,7.489478619945873e-06,3.250534983882764e-05,0.105555555555556
feldzüg,0.06,19,12.0,7.0,7.286312585110842e-06,6.419553102810748e-06,9.480727036324728e-06,-0.0833333333333333
ähnlichkeiten,0.12,34,32.0,2.0,1.3038664625987823e-05,1.7118808274161995e-05,2.708779153235637e-06,-0.0166666666666667
kranke,0.2,247,138.0,109.0,9.472206360644096e-05,7.38248606823236e-05,0.0001476284638513,0.0888888888888889
faltenwurf,0.11,11,4.0,7.0,4.218391496643119e-06,2.1398510342702493e-06,9.480727036324728e-06,0.277777777777778
eröffnen,0.01,476,350.0,126.0,0.0001825413047638,0.0001872369654986,0.0001706530866538,0.0
schwüle,0.05,25,14.0,11.0,9.587253401461637e-06,7.489478619945873e-06,1.4898285342796002e-05,0.322222222222222
exekution,0.08,22,18.0,4.0,8.436782993286238e-06,9.62932965421612e-06,5.417558306471274e-06,-0.433333333333333
gefangener,0.09,244,179.0,65.0,9.357159319826556e-05,9.575833378359366e-05,8.80353224801582e-05,-0.138888888888889
laboratorium,0.1,16,10.0,6.0,6.135842176935446e-06,5.349627585675623e-06,8.12633745970691e-06,0.183333333333333
betrag,0.01,17,16.0,1.0,6.519332312993912e-06,8.559404137080997e-06,1.3543895766178184e-06,-0.111111111111111
unzulänglichkeit,0.05,13,11.0,2.0,4.98537176876005e-06,5.884590344243186e-06,2.708779153235637e-06,0.127777777777778
anlasse,0.07,19,17.0,2.0,7.286312585110842e-06,9.09436689564856e-06,2.708779153235637e-06,0.116666666666667
talisman,0.12,20,12.0,8.0,7.669802721169307e-06,6.419553102810748e-06,1.0835116612942547e-05,0.0777777777777778
beneideen,0.06,18,17.0,1.0,6.902822449052377e-06,9.09436689564856e-06,1.3543895766178184e-06,-0.0166666666666667
ausgelassenheit,0.01,29,14.0,15.0,1.1121213945695496e-05,7.489478619945873e-06,2.0315843649267275e-05,0.0388888888888889
sumpf,0.04,29,21.0,8.0,1.1121213945695496e-05,1.1234217929918807e-05,1.0835116612942547e-05,0.0944444444444444
lebhaft,0.0,632,490.0,142.0,0.0002423657659889,0.0002621317516981,0.0001923233198797,0.0
wohnend,0.05,42,31.0,11.0,1.6106585714455545e-05,1.6583845515594432e-05,1.4898285342796002e-05,0.166666666666667
tran,0.03,25,18.0,7.0,9.587253401461637e-06,9.62932965421612e-06,9.480727036324728e-06,-0.188888888888889
regiment,0.11,202,136.0,66.0,7.746500748381e-05,7.275493516518848e-05,8.938971205677602e-05,-0.116666666666667
schultern,0.02,42,22.0,20.0,1.6106585714455545e-05,1.1769180688486372e-05,2.708779153235637e-05,0.183333333333333
figur,0.04,761,478.0,283.0,0.0002918359935404,0.0002557121985952,0.0003832922501828,0.0
reime,0.13,61,40.0,21.0,2.3392898299566387e-05,2.1398510342702493e-05,2.8442181108974185e-05,-0.0055555555555555
hofstaat,0.05,24,18.0,6.0,9.203763265403168e-06,9.62932965421612e-06,8.12633745970691e-06,-0.0277777777777777
pat,0.07,26,17.0,9.0,9.9707435375201e-06,9.09436689564856e-06,1.2189506189560363e-05,0.05
verhassen,0.05,36,25.0,11.0,1.3805644898104754e-05,1.3374068964189058e-05,1.4898285342796002e-05,0.272222222222222
speisesaal,0.07,33,24.0,9.0,1.2655174489929357e-05,1.2839106205621495e-05,1.2189506189560363e-05,0.272222222222222
reifer,0.05,32,22.0,10.0,1.2271684353870891e-05,1.1769180688486372e-05,1.3543895766178185e-05,0.0166666666666667
vorlegen,0.04,167,136.0,31.0,6.404285272176372e-05,7.275493516518848e-05,4.198607687515237e-05,-0.138888888888889
benennung,0.2,89,80.0,9.0,3.413062210920342e-05,4.2797020685404985e-05,1.2189506189560363e-05,-0.25
staunen,0.0,143,83.0,60.0,5.483908945636055e-05,4.440190896110767e-05,8.12633745970691e-05,0.127777777777778
reichs,0.09,11,11.0,0.0,4.218391496643119e-06,5.884590344243186e-06,0.0,-0.0888888888888889
grimasse,0.02,50,36.0,14.0,1.917450680292327e-05,1.925865930843224e-05,1.8961454072649456e-05,-0.483333333333333
halten,0.0,9695,7077.0,2618.0,0.0037179368690868,0.0037859314423826,0.0035457919115854,0.0
abhingen,0.03,11,10.0,1.0,4.218391496643119e-06,5.349627585675623e-06,1.3543895766178184e-06,0.0611111111111111
kunde,0.06,91,39.0,52.0,3.489760238132035e-05,2.086354758413493e-05,7.042825798412656e-05,0.238888888888889
umständlichkeit,0.01,24,16.0,8.0,9.203763265403168e-06,8.559404137080997e-06,1.0835116612942547e-05,0.122222222222222
grüßen,0.07,403,209.0,194.0,0.0001545465248315,0.0001118072165406,0.0002627515778638,0.0388888888888889
wünschen,0.0,3021,2364.0,657.0,0.0011585237010326,0.0012646519612537,0.0008898339518379,0.0
schweige,0.03,28,16.0,12.0,1.073772380963703e-05,8.559404137080997e-06,1.625267491941382e-05,-0.0944444444444444
einnahme,0.09,87,75.0,12.0,3.336364183708649e-05,4.012220689256717e-05,1.625267491941382e-05,-0.161111111111111
hienieden,0.04,30,11.0,19.0,1.150470408175396e-05,5.884590344243186e-06,2.573340195573855e-05,0.0388888888888889
früh,0.01,710,434.0,276.0,0.0002722779966015,0.0002321738372183,0.0003738115231465,0.0666666666666667
begünstigt,0.06,47,38.0,9.0,1.802403639474787e-05,2.0328584825567367e-05,1.2189506189560363e-05,0.1
grauen,0.01,61,31.0,30.0,2.3392898299566387e-05,1.6583845515594432e-05,4.063168729853455e-05,0.305555555555556
beneiden,0.02,160,125.0,35.0,6.135842176935446e-05,6.687034482094529e-05,4.740363518162364e-05,-0.111111111111111
kämmerche,0.1,29,21.0,8.0,1.1121213945695496e-05,1.1234217929918807e-05,1.0835116612942547e-05,-0.0111111111111111
verletzend,0.03,13,8.0,5.0,4.98537176876005e-06,4.279702068540499e-06,6.771947883089091e-06,0.277777777777778
bewohner,0.03,250,179.0,71.0,9.587253401461636e-05,9.575833378359366e-05,9.61616599398651e-05,-0.138888888888889
vergnügen,0.04,2225,2031.0,194.0,0.00085326555273,0.0010865093626507,0.0002627515778638,0.0
vorrücken,0.03,58,34.0,24.0,2.224242789139099e-05,1.818873379129712e-05,3.250534983882764e-05,0.172222222222222
lieblichkeit,0.03,36,12.0,24.0,1.3805644898104754e-05,6.419553102810748e-06,3.250534983882764e-05,0.0111111111111111
athlet,0.05,15,14.0,1.0,5.7523520408769805e-06,7.489478619945873e-06,1.3543895766178184e-06,0.0166666666666667
beurteilen,0.04,235,187.0,48.0,9.012018197373937e-05,0.0001000380358521,6.501069967765528e-05,0.0222222222222221
bedecken,0.05,331,247.0,84.0,0.0001269352350353,0.0001321358013661,0.0001137687244358,0.0111111111111111
tausendfach,0.01,45,31.0,14.0,1.725705612263094e-05,1.6583845515594432e-05,1.8961454072649456e-05,-0.0888888888888889
hausgesinde,0.02,21,15.0,6.0,8.053292857227773e-06,8.024441378513435e-06,8.12633745970691e-06,0.144444444444444
lockspeise,0.03,11,9.0,2.0,4.218391496643119e-06,4.8146648271080605e-06,2.708779153235637e-06,-0.166666666666667
altarblatt,0.09,11,9.0,2.0,4.218391496643119e-06,4.8146648271080605e-06,2.708779153235637e-06,0.0722222222222222
vergibn,0.09,41,34.0,7.0,1.572309557839708e-05,1.818873379129712e-05,9.480727036324728e-06,-0.222222222222222
lustig,0.04,626,291.0,335.0,0.0002400648251725,0.0001556741627431,0.0004537205081669,-0.0555555555555556
impertinent,0.07,13,9.0,4.0,4.98537176876005e-06,4.8146648271080605e-06,5.417558306471274e-06,0.116666666666667
symptom,0.14,23,20.0,3.0,8.820273129344703e-06,1.0699255171351246e-05,4.063168729853455e-06,0.0666666666666666
unerfahrener,0.09,12,10.0,2.0,4.601881632701584e-06,5.349627585675623e-06,2.708779153235637e-06,-0.166666666666667
verfassen,0.09,35,21.0,14.0,1.3422154762046289e-05,1.1234217929918807e-05,1.8961454072649456e-05,0.122222222222222
stiefvater,0.09,28,28.0,0.0,1.073772380963703e-05,1.4978957239891746e-05,0.0,0.0444444444444444
sympathetisch,0.03,44,40.0,4.0,1.6873565986572475e-05,2.1398510342702493e-05,5.417558306471274e-06,-0.227777777777778
anspannen,0.08,55,43.0,12.0,2.10919574832156e-05,2.300339861840518e-05,1.625267491941382e-05,-0.261111111111111
anhöhe,0.16,73,52.0,21.0,2.7994779932267973e-05,2.781806344551324e-05,2.8442181108974185e-05,-0.0833333333333332
zeichnungen,0.05,62,35.0,27.0,2.377638843562485e-05,1.8723696549864683e-05,3.65685185686811e-05,0.266666666666667
bewohnen,0.06,241,183.0,58.0,9.242112279009016e-05,9.789818481786392e-05,7.855459544383346e-05,0.133333333333333
maulwurf,0.15,14,8.0,6.0,5.368861904818515e-06,4.279702068540499e-06,8.12633745970691e-06,-0.0333333333333334
schönen,0.01,12,10.0,2.0,4.601881632701584e-06,5.349627585675623e-06,2.708779153235637e-06,-0.344444444444444
furchtsam,0.06,46,39.0,7.0,1.7640546258689406e-05,2.086354758413493e-05,9.480727036324728e-06,-0.0222222222222222
theater,0.27,714,511.0,203.0,0.0002738119571457,0.000273365969628,0.0002749410840534,0.0611111111111111
rückkehr,0.0,247,157.0,90.0,9.472206360644096e-05,8.398915309510728e-05,0.0001218950618956,0.344444444444444
einsiedler,0.03,37,23.0,14.0,1.418913503416322e-05,1.2304143447053933e-05,1.8961454072649456e-05,-0.0888888888888889
unwillens,0.01,21,18.0,3.0,8.053292857227773e-06,9.62932965421612e-06,4.063168729853455e-06,-0.0833333333333333
jammeren,0.04,50,38.0,12.0,1.917450680292327e-05,2.0328584825567367e-05,1.625267491941382e-05,0.177777777777778
gesellschaft,0.04,3874,3106.0,768.0,0.0014856407870904,0.0016615943281108,0.0010401711948424,0.0
verstimmt,0.22,27,13.0,14.0,1.0354233673578564e-05,6.95451586137831e-06,1.8961454072649456e-05,0.311111111111111
zerdrücken,0.07,34,27.0,7.0,1.3038664625987823e-05,1.4443994481324185e-05,9.480727036324728e-06,0.366666666666667
verfeinern,0.04,24,20.0,4.0,9.203763265403168e-06,1.0699255171351246e-05,5.417558306471274e-06,-0.216666666666667
distrikt,0.08,18,18.0,0.0,6.902822449052377e-06,9.62932965421612e-06,0.0,-0.0611111111111111
wirkung,0.09,1143,955.0,188.0,0.0004383292255148,0.000510889434432,0.0002546252404041,0.0
abenteuer,0.03,403,281.0,122.0,0.0001545465248315,0.0001503245351574,0.0001652355283473,0.0777777777777777
beisammen,0.04,22,17.0,5.0,8.436782993286238e-06,9.09436689564856e-06,6.771947883089091e-06,-0.0944444444444444
kunstrat,0.5,11,11.0,0.0,4.218391496643119e-06,5.884590344243186e-06,0.0,0.0555555555555556
hoffen,0.01,2323,1823.0,500.0,0.0008908475860638,0.0009752371088686,0.0006771947883089,0.0
jawort,0.08,28,21.0,7.0,1.073772380963703e-05,1.1234217929918807e-05,9.480727036324728e-06,0.0111111111111111
einfallend,0.03,14,13.0,1.0,5.368861904818515e-06,6.95451586137831e-06,1.3543895766178184e-06,0.116666666666667
bad,0.14,130,96.0,34.0,4.9853717687600496e-05,5.135642482248598e-05,4.604924560500582e-05,-0.0111111111111111
loser,0.06,29,23.0,6.0,1.1121213945695496e-05,1.2304143447053933e-05,8.12633745970691e-06,-0.2
stäbchen,0.06,18,11.0,7.0,6.902822449052377e-06,5.884590344243186e-06,9.480727036324728e-06,-0.0722222222222222
notiz,0.01,58,40.0,18.0,2.224242789139099e-05,2.1398510342702493e-05,2.437901237912073e-05,0.222222222222222
mindern,0.05,11,8.0,3.0,4.218391496643119e-06,4.279702068540499e-06,4.063168729853455e-06,-0.0055555555555555
fußstapfe,0.0,13,9.0,4.0,4.98537176876005e-06,4.8146648271080605e-06,5.417558306471274e-06,-0.0722222222222222
betäubung,0.07,131,96.0,35.0,5.023720782365897e-05,5.135642482248598e-05,4.740363518162364e-05,-0.0333333333333333
ehemann,0.02,83,66.0,17.0,3.182968129285263e-05,3.5307542065459115e-05,2.302462280250291e-05,-0.2
